PC-ID_id,PC-Substance_synonyms_E
7139,N-5-phosphoribosyl-formimino-5-amino-imidazole-4-carboxamide ribonucleotide
7140,phosphoribosyl-formimino-aicar-P
7141,phosphoribosylformiminoAICAR-P
7142,phosphoribosylformiminoAICAR-phosphate
7143,5-[(5-phospho-1-deoxy-beta-D-ribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide
7144,N-(5'-phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide
7145,N-(5'phospho-D-1'-ribulosylformimino)-5-amino-1-(5-phosphoribosyl)-4-imidazolecarboxamide
7146,PRFAR
7147,phosphoribulosyl-formimino-5-aminoimidazole-4-carboxamide ribonucleotide phosphate
7148,phosphoribulosyl-formimino-5-aminoimidazole-4-carboxamide ribotide phosphate
7149,phosphoribulosylformimino-AICAR-P
7150,phosphoribulosylformimino-AICAR-phosphate
7151,phosphoribulosylformiminoAICAR-phosphate
7152,107-73-3
7153,O-phosphocholine
7154,choline-phosphate
7155,phosphocholine
7157,phosphoryl-choline
7158,1071-23-4
7159,2-aminoethyl phosphate
7160,O-phosphoethanolamine
7161,O-phosphorylethanolamine
7162,ethanolamine phosphate
7163,phosphoethanolamine
7164,phosphoryl-ethanolamine
7165,"1,2-benzenedicarboxylic acid"
7166,88-99-3
7167,"benzene-1,2-dicarboxylic acid"
7168,o-benzenedicarboxylic acid
7169,o-dicarboxybenzene
7171,o-phthalic acid
7173,phthalate
7174,phthalic acid
7175,2-picolinate
7176,2-pyridine carboxylic acid
7177,2-pyridinecarboxylate
7178,98-98-6
7179,picolinate
7180,picolinic acid
7181,RPP
7182,polyprenyl-PPi
7183,polyprenylpyrophosphate
7184,487-90-1
7185,porphobilinogen
7186,porphyrin-ring
7187,2466-09-3
7188,PP
7189,PPi
7190,diphosphate
7191,pyrophosphate
7192,"2,4,6-tricarboxylic-pyrrolo[2,3-5,6]quinoline 8,9-quinone"
7193,"2,7,9-tricarboxy-1H-pyrrolo(2,3-f)quinoline-4,5-dione"
7194,"2,7,9-tricarboxy-1H-pyrrolo[2,3-f]quinoline-4,5-dione"
7195,"4,5-dihydro-4,5-dioxo-1H-pyrrolo[2,3-5,6]quinoline-2,7,9-tricarboxylic acid"
7196,"4,5-dioxo-3alpha,4,5,6,7,8,9,9beta-octahydro-1H pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate"
7197,"4,5-dioxo-4,5-dihydro-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate"
7198,72909-34-3
7199,PQQ
7202,coenzyme PQQ
7204,methoxatin
7205,pyrroloquinoline quinone
7206,"1-[(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16, 17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)]ethanone"
7207,145-13-1
7208,3-beta-hydroxypregn-5-en-20-one
7209,3beta-hydroxypregn-5-en-20-one
7210,5-pregnen-3-beta-ol-20-one
7211,pregnenolone
7212,126-49-8
7213,prephenate
7215,147-85-3
7216,2-pyrrolidinecarboxylic acid
7217,L-pro
7219,L-proline
7220,pro
7221,prol
7222,proline
7223,1-hydroxypropane
7224,1-propanol
7225,71-23-8
7226,ethylcarbinol
7227,n-propanol
7228,optal
7229,osmosol extra
7230,propan-1-ol
7231,propanol
7232,propylalcohol
7233,79-09-4
7234,ethylformic acid
7235,methylacetic acid
7236,propanoate
7237,propionate
7238,propionic acid
7239,317-66-8
7240,n-propionyl-CoA
7241,propanoyl-CoA
7242,propionyl-CoA
7243,propionyl-coenzyme A
7244,propanoyl phosphate
7245,propanoyl-P
7246,propionyl-P
7247,propionyl-phosphate
7248,"(5Z, 13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate"
7249,"(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate"
7250,"(5Z,9alpha,11alpha,13E,15S)-9,11-epidioxy-15-hydroxy-prosta-5,13-dienoate"
7251,42935-17-1
7252,prostaglandin-H2
7253,ferroheme b
7254,ferroprotoporphyrin IX
7255,protoheme IX
7256,12408-02-5
7257,H+
7258,hydrogen ion
7259,proton
7260,7412-77-3
7261,protoporphyrinogen
7262,protoporphyrinogen IX
7263,553-12-8
7264,protoporphyrin IX
7265,13270-65-0
7266,5-phospho-alpha-D-ribose 1-diphosphate
7267,5-phospho-ribosyl-pyrophosphate
7268,5-phosphoribosyl 1-pyrophosphate
7269,5-phosphoribosyl diphosphate
7270,5-phosphoribosyl-1-PP
7271,5-phosphoribosyl-1-pyrophosphate
7272,5-phosphoribosyl-PP
7273,5-phosphoribosylpyrophosphate
7274,PRPP
7275,alpha-D-5-P-RibosylPP
7276,alpha-D-5-phosphoribosylPP
7277,phosphoribosylpyrophosphate
7278,1157-60-4
7279,pseudouridine 5'-phosphate
7280,pteridine-ring
7281,120-73-0
7282,purine
7283,purine-ring
7284,"1,4-butanediamine"
7285,"1,4-diaminobutane"
7286,110-60-1
7287,diaminobutane
7289,putrescine
7290,tetramethylenediamine
7291,pyrazinamide
7292,pyrazine carboxylamide
7294,pyrazinecarboxamide
7295,pyrazinoic acid amide
7296,pyrazine-2-carboxylate
7297,pyrazinecarboxylic acid
7298,pyrazinemonocarboxylic acid
7299,pyrazinoate
7300,pyrazinoic acid
7301,"1,2-diazole"
7302,pyrazole
7303,pyridine-ring
7304,66-72-8
7305,pyridoxal
7306,54-47-7
7307,PLP
7308,pyridoxal 5'-phosphate
7309,pyridoxal 5-phosphate
7310,pyridoxal phosphate
7311,pyridoxal-5P
7312,pyridoxal-P
7313,vitamin B6
7315,85-87-0
7316,PM
7318,pyridoxamine
7319,529-96-4
7320,PMP
7321,pyridoxamine 5'-phosphate
7322,pyridoxamine phosphate
7324,"2-methyl-3-hydroxy-4,5-bis(hydroxy-methyl) pyridine"
7325,65-23-6
7326,pyridoxine
7327,pyridoxol
7328,vitamin B6
7330,447-05-2
7334,[5-hydroxy-4-(hydroxymethyl)-6-methylpyridin-3-yl]methyl phosphate
7335,pyridoxine 5'-phosphate
7336,pyridoxine 5-phosphate
7337,pyridoxine phosphate
7338,pyridoxine-5P
7339,pyridoxine-P
7340,pyridoxol 5'-phosphate
7342,"1,3-diazin"
7343,m-diazine
7344,metadiazine
7346,pyrimidine
7348,a pyrophosphate group
7350,"(3R,5S)-3-hydroxy-1-pyrroline-5-carboxylate"
7352,L-1-pyrroline-3-hydroxy-5-carboxylate
7353,L-Delta1-pyrroline 3-hydroxy-5-carboxylate
7354,127-17-3
7355,2-oxo-propionic acid
7356,2-oxopropanoate
7357,2-oxopropanoic acid
7358,BTS
7359,acetylformic acid
7360,alpha-ketopropionic acid
7361,pyroracemic acid
7362,pyruvate
7363,pyruvic acid
7364,14265-44-2
7366,HPO4-2
7367,HPO42-
7368,PO43-
7369,Pi
7370,inorganic phosphate
7371,orthophosphate
7372,phosphate
7373,phosphate-inorganic
7374,ubiquinol-2
7376,(-)-quinate
7377,(-)-quinic acid
7378,"(1S,3R,4S,5R)-1,3,4,5-tetrahydroxycyclohexanecarboxylate"
7379,77-95-2
7380,L-quinate
7381,"2,3-pyridinedicarboxylate"
7383,"2,3-pyridinedicarboxylic acid"
7384,89-00-9
7385,"pyridine-2,3-dicarboxylate"
7386,"pyridine-2,3-dicarboxylic acid"
7388,quinolinate
7391,quinolinic acid
7392,(R)-2-hydroxyglutarate
7393,(R)-2-hydroxyglutaric acid
7394,(R)-2-hydroxypentanedioic acid
7395,13095-47-1
7396,MKH2-8
7397,menaquinol-8
7398,reduced menaquinone-8
7400,116-31-4
7401,all-trans-Vitamin A aldehyde
7402,all-trans-retinal
7404,all-trans-retinene
7405,axerophthal
7406,retinal
7407,retinaldehyde
7408,retinene
7409,vitamin A aldehyde
7410,6-deoxy-alpha-L-mannopyranose
7411,alpha-L-mannomethylose
7413,alpha-L-rhamnopyranose
7414,isodulcit
7416,444-09-7
7417,6-deoxy-L-fructose 1-phosphate
7419,L-rhamnulose 1-phosphate
7420,L-rhamnulose-1-P
7421,L-rhamnulose-1P
7422,"(2R,3s,4S)-pentane-1,2,3,4,5-pentol"
7423,488-81-3
7424,D-ribitol
7425,adonitol
7426,meso-ribitol
7427,ribitol
7428,83-88-5
7429,riboflavin
7432,vitamin B2
7433,"alpha-D-ribose 1,5-bisphosphate"
7434,"ribose-1,5-bisphosphate"
7435,14075-00-4
7436,58459-37-3
7437,D-ribose-1-phosphate
7438,alpha-D-ribofuranose 1-phosphate
7439,alpha-D-ribose-1-phosphate
7442,alpha-D-ribose-1P
7443,ribose-1-phosphate
7445,4151-19-3
7446,D-ribulose 5-phosphate
7447,D-ribulose-5-P
7448,ribulose-5-P
7449,ribulose-5P
7450,"2,4-dinitrophenyl-S-glutathione"
7451,DNP-SG
7452,"S-(2,4-dinitrophenyl)glutathione"
7453,6-S-Acetyldihydrolipoamide
7454,S-acetyldihydrolipoamide
7455,S-adenosyl-4-methylthio-2-oxobutanoate
7456,(5-deoxy-5-adenosyl)(3-aminopropyl) methylsulfonium salt
7457,3-amino-propyl-S-adenosine
7458,S-adenosyl 3-(methylthio)propylamine
7459,S-adenosyl-(5')-3-methylthiopropylamine
7460,S-adenosyl-L-methioninamine
7461,S-adenosylmethioninamine
7462,S-methyl-S-adenosyl homocysteamine
7463,dAdoMet
7464,dcSAM
7465,decarboxylated AdoMet
7466,decarboxylated S-adenosylmethionine
7467,decarboxylated SAM
7468,S-carboxymethyl-D-cysteine
7469,(3S)-alpha-hydroxypyrotartaric acid
7470,(3S)-citramalate
7471,(3S)-citramalic acid
7472,(S)-2-methylmalate
7473,(S)-2-methylmalic acid
7474,(S)-citramalate
7475,2306-22-1
7476,L-(+)-citramalate
7477,L-alpha-hydroxypyrotartaric acid
7478,L-citramalate
7479,L-citramalic acid
7480,S-alpha-hydroxypyrotartaric acid
7481,S-citramalic acid
7482,alpha-methylmalate
7483,S-formycinylhomocysteine
7484,(R)-S-lactoylglutathione
7485,25138-66-3
7488,D-lactoylglutathione
7489,S-D-lactoylglutathione
7490,"(S)-7-(5-S-(3-amino-3-carboxypropyl)-5-thio-beta-D-ribofuranosyl)-7H-pyrrolo(2,3-d)pyrimidin-4-amine"
7492,S-tubercidinylhomocysteine
7493,S2O3
7494,S2O3-2
7495,S2O32-
7497,thiosulfate
7498,S2O42-
7499,dithionite
7501,hydrosulfite
7508,L-saccharopine
7514,"N6-(L-1,3-dicarboxypropyl)-L-lysine"
7516,epsilon-N-(L-glutar-2-yl)-L-lysine
7517,saccharopine
7518,107-97-1
7520,N-methylglycine
7521,sarcosine
7522,selenalysine
7524,selenate
7525,selenite
7526,2-amino-4-selanyl-butanoate
7528,seleno-L-homocysteine
7529,selenolipoate
7530,16561-29-8
7531,SePO3
7532,selenophosphate
7533,56-45-1
7534,L-ser
7535,L-serine
7536,ser
7537,serine
7538,(L-seryl)adenylate
7539,L-seryl-AMP
7540,L-seryl-adenylate
7541,"(3R,4S,5R)--3,4,5-trihydroxycyclohex-1-ene-1-carboxylate"
7542,138-59-0
7543,shikimate
7544,shikimic acid
7545,3-phosphoshikimate
7546,shikimate 3-phosphate
7547,shikimate 5-phosphate
7548,shikimate-3-P
7550,shikimate-5-P
7551,siroheme
7553,65207-12-7
7555,Precorrin
7556,sirohydrochlorin
7557,14265-45-3
7558,SO3
7559,SO3-2
7560,sulfite
7561,"(2S,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol"
7562,50-70-4
7563,D-glucitol
7564,D-sorbitol
7565,L-gulitol
7566,iso-sorbide
7567,meglumine
7568,124-20-9
7569,"N-(3-aminopropyl)butane-1,4-diamine"
7572,spermidine
7573,71-44-3
7574,diaminopropyl-tetramethylenediamine
7575,gerontine
7576,musculamine
7577,neuridine
7579,spermine
7580,(4E)-sphing-4-enine
7581,"2-amino-4-octadecene-1,3-diol"
7583,D-erythro-sphingosine
7585,sphingenine
7586,sphingosine
7587,111-02-4
7588,squalene
7589,362-66-3
7590,Stearoyl-CoA (n-C18:0CoA)
7592,stearoyl-CoA
7594,stearyl coenzyme A
7595,stearyl-CoA
7596,sterone-ring
7598,110-15-6
7599,butanedioic acid
7600,ethylenesuccinic acid
7601,suc
7602,succ
7603,succinate
7604,succinic acid
7605,604-98-8
7606,suc-co-A
7607,suc-coa
7608,succ-CoA
7609,succ-S-CoA
7610,succ-S-coenzyme-A
7611,succ-coenzyme-A
7612,succinyl-CoA
7613,succinyl-S-CoA
7614,succinyl-S-coenzyme-A
7615,succinyl-coenzyme A
7616,succinylcoenzyme-A
7617,692-29-5
7618,succ-S-ald
7619,succinate semialdehyde
7620,succinic semialdehyde
7623,succinyl semialdehyde
7624,"(1S,6R)-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate"
7625,"(1S,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate"
7626,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate"
7627,SHCHC
7628,57-50-1
7629,Glc(alpha1->2beta)Fru
7630,beta-D-fructofuranosyl-(2&harr;1)-alpha-D-glucopyranoside
7633,saccharose
7636,sucrose
7637,6-O-phosphonato-beta-D-fructofuranosyl alpha-D-glucopyranoside
7638,sucrose 6F-phosphate
7640,sucrose-6F-P
7641,14808-79-8
7645,H2SO4
7646,SO4--
7647,SO4-2
7648,SO42-
7649,sulfate
7650,sulfuric acid
7651,sulphate
7652,peroxide radical
7653,superoxide
7654,superoxide anion
7655,"trans-Delta2, cis-Delta4-decadienoyl-CoA"
7656,(2E)-dec-2-enoyl-CoA
7657,2-trans-decenoyl-CoA
7658,2E-decenoyl-CoA
7659,trans-Delta2-decenoyl-CoA
7660,trans-dec-2-enoyl-CoA
7661,"D-tagatofuranose 1,6-bisphosphate"
7662,"D-tagatofuranose 1,6-diphosphate"
7663,D-tagatofuranose 6-phosphate
7665,(+)-tartrate
7666,"(2R,3R)-tartaric acid"
7667,"(2R,3R)-tartrate"
7668,"(R,R)-tartrate"
7669,87-69-4
7670,L(+)-tartaric acid
7671,L-tartarate
7672,L-tartaric acid
7675,L-tartrate
7676,L-threarate
7677,tartaric acid
7678,tartrate
7679,weinsaeure
7680,2-hydroxy-3-oxopropanoate
7681,2480-77-5
7682,hydroxymalonaldehydic acid
7683,tartronate semialdehyde
7684,tartronate-S-ald
7685,tartronic semialdehyde
7686,107-35-7
7687,2-aminoethanesulfonate
7688,2-aminoethanesulfonic acid
7689,aminoetylsulphonic acid
7690,ethylaminesulphonic acid
7691,taufon
7694,tauphon
7695,taurine
7696,491-97-4
7697,TDP
7698,dTDP
7699,deoxy-TDP
7700,thymidine 5'-(trihydrogen diphosphate) (9CI)
7701,thymidine-5'-diphosphate
7702,thymidine-diphosphate
7703,TDP-D-fucosamine (misleading)
7704,TDP-fucosamine (misleading)
7705,"dTDP-4-amino-4,6-dideoxy-alpha-D-galactose"
7706,dTDP-alpha-D-fucosamine (misleading)
7707,dTDP-thomosamine
7708,TDP-4N-acetyl-alpha-D-fucosamine
7709,TDP-Fuc4NAc
7710,"dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose"
7711,dTDP-4-acetamido-alpha-D-fucose
7712,dTDP-N-acetylthomosamine
7713,110-01-0
7714,tetrahydrothiophene
7715,1600-44-8
7716,TMSO
7717,tetrahydrothiophene 1-oxide
7718,tetramethylene sulfoxide
7719,(6S)-tetrahydrofolate
7720,135-16-0
7721,29347-89-5
7722,"5,6,7,8-tetrahydrofolate"
7723,"5,6,7,8-tetrahydrofolic acid"
7724,FH4
7727,H4F
7728,H4PteGlu
7730,H4PteGlu1
7731,THF
7733,folate-H4
7734,tetra-H-folate
7735,tetrahydrafolate
7736,tetrahydrofolate
7737,tetrahydrofolic acid
7738,tetrahydropteroyl mono-L-glutamate
7739,tetrahydropteroylglutamate
7741,th-folate
7744,vitamin B9
7745,2-aminoethylcysteine
7746,4-thialysine
7749,S-(2-aminoethyl)-L-cysteine
7750,S-L-aminoethyl cysteine
7751,aminoethylcysteine
7752,gamma-thialysine
7753,thialysine
7754,59-43-8
7755,67-03-8
7756,thiamin
7757,thiamine
7759,vitamin B1
7760,532-40-1
7762,TMP
7764,ThP
7765,thiamin monophosphate
7766,thiamin phosphate
7767,thiamin-P
7768,thiamine monophosphate
7769,thiamine phosphate
7770,thiamine-Pi
7771,154-87-0
7772,TDP
7773,TPP
7776,ThPP
7777,thiamin diphosphate
7778,thiamin pyrophosphate
7779,thiamin-PPi
7780,thiamine diphosphate
7781,thiamine pyrophosphate
7782,thiamine-PPi
7783,mercaptoacetate
7785,mercaptoacetic acid
7786,thioglycolate
7787,thioglycolic acid
7788,a thiol group
7789,2-amino-3-hydroxybutyric acid
7791,72-19-5
7794,L-thr
7795,L-threonine
7796,thr
7797,thre
7798,threonine
7799,50-89-5
7800,deoxythymidine
7801,thymidine
7802,"5-methyl-2,4(1H,3H)-pyrimidinedione"
7803,5-methyluracil
7804,65-71-4
7805,thymine
7806,137-00-8
7807,4-methyl-5-(2-hydroxyethyl)-thiazole
7808,4-methyl-5-(beta-hydroxyethyl)thiazole
7809,5-(2-hydroxyethyl)-4-methylthiazole
7810,HET
7811,THZ
7812,4-4-methyl-5-(2-phosphonooxyethyl)-thiazole
7813,4-methyl-5-(2-phosphoethyl)-thiazole
7814,4-methyl-5-(2-phosphooxyethyl)thiazole
7815,4-methyl-5-(beta-hydroxyethyl)thiazole phosphate
7816,HET-P
7817,THZ-P
7819,365-07-1
7820,5'-thymidylic acid
7823,TMP
7824,dTMP
7825,deoxythymidine 5'-phosphate
7826,deoxythymidylate
7827,deoxythymidylic acid
7828,thymidine 5'-monophosphate
7829,thymidine 5'-phosphate
7830,thymidine monophosphate
7831,thymidine-phosphate
7832,thymidylate
7833,thymidylic acid
7834,108-88-3
7835,antisal 1a
7836,methacide
7837,methylbenzene
7838,monomethyl benzene
7839,phenyl methane
7840,tolu-sol
7841,toluene
7842,toluol
7843,"(+)-cis-1S,2R-dihydroxy-3-methyl-cyclohexa-3,5-diene"
7844,"(1S,2R)-3-methylcyclohexa-3,5-diene-1,2-diol"
7845,41977-20-2
7846,"toluene-cis-1,2-dihydrodiol"
7847,"toluene-cis-1,2-dihydroxydiol"
7848,toluene-cis-dihydrodiol
7849,(E)-3-methylglutaconyl-1-CoA
7850,3-methylglutaconyl-CoA
7851,trans-3-methylglutaconyl-CoA
7852,99-20-7
7853,D-(+)-trehalose
7854,"alpha,alpha-trehalose"
7855,alpha-D-Glcp-(1&harr;1)-alpha-D-Glcp
7856,alpha-D-glucopyranosyl alpha-D-glucopyranoside
7857,4484-88-2
7859,"alpha,alpha-D-trehalose 6-phosphate"
7860,"alpha,alpha-trehalose 6-phosphate"
7861,(CH3)3NH
7862,(CH3)3NH+
7864,75-50-3
7865,trimethylamine
7868,2181-42-2
7869,trimethyl sulfonium
7870,2-amino-3-indolylpropanic acid
7871,73-22-3
7872,L-trp
7875,L-tryptophan
7876,trofan
7877,trp
7878,tryptacin
7880,tryptophan
7881,"N1,N8-bis(glutathionyl)spermidine"
7882,"N1,N8-bis-(gamma-L-glutamyl-L-cysteinyl-glycyl)-spermidine"
7884,trypanothione
7885,3-(2-aminoethyl)indole
7886,61-54-1
7887,tryptamine
7889,365-08-2
7890,TTP
7891,dTTP
7892,thymidine 5'-triphosphate
7893,thymidine triphosphate
7894,60-18-4
7896,L-tyr
7897,L-tyrosine
7898,tyr
7900,tyrosine
7901,1339-63-5
7902,coenzyme-Q8
7903,ubiquinone(8)
7904,ubiquinone-8
7905,58-98-0
7906,UDP
7907,uridine-5'-diphosphate
7908,uridine-diphosphate
7909,UDP-4-amino-4-deoxy-L-arabinose
7910,UDP-4-amino-4-deoxy-beta-L-arabinopyranose
7911,uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose
7912,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate
7913,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate tetraanion
7914,uridine 5'-(3-{2-acetamido-2-deoxy-3-O-[(2R)-1-{[(2S)-1-D-glutamato-1-oxopropan-2-yl]amino}-1-oxopropan-2-yl]-D-glucopyranosyl} diphosphate)
7915,UDP-MurNAc-L-Ala-gamma-D-Glu-meso-A2pm
7916,"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate"
7917,"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate"
7918,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-diaminopimelate
7919,UDP-GlcNAc-enolpyruvate
7920,UDP-GlcNAc-pyruvate enol ether
7922,UDP-N-acetyl-3-(1-carboxyvinyl)-alpha-D-glucosamine
7923,UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine
7924,UDP-N-acetyl-alpha-D-glucosamine-3-O-pyruvate ether
7927,UDP-N-acetyl-alpha-D-glucosamine-enolpyruvate
7929,UDP-Galf
7930,UDP-alpha-D-galactofuranose
7931,3616-06-6
7932,UDP-alpha-D-xylose
7933,(UDP-GlcA)1
7934,2616-64-0
7935,UDP-D-glucuronate
7936,UDP-D-glucuronic acid
7937,UDP-alpha-D-glucuronate
7938,UDP-glucuronate
7939,UDP-glucuronic acid
7940,udp-glcua
7941,uridine diphosphate glucuronate
7942,uridine diphosphate glucuronic acid
7943,UDP-4-deoxy-4-formamido-beta-L-arabinopyranose
7944,UDP-L-Ara4-Formyl-N
7945,UDP-L-Ara4FN
7946,UDP-beta-(4-deoxy-4-formamido-L-arabinose)
7947,UDP-beta-L-Ara4FN
7948,uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose
7949,UDP-ManNAc
7950,UDP-N-acetyl-alpha-D-mannosamine
7951,UDP-acetylmannosamine
7952,"uridine 5'-(trihydrogen diphosphate), P'-(2-(acetylamino)-2-deoxy-alpha-D-mannopyranosyl) ester"
7953,uridine diphosphate N-acetylmannosamine
7954,UDP-ManNAcA
7955,UDP-N-acetyl-alpha-D-mannosaminuronate
7956,UDP-MurNAc-tetrapeptide
7957,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate-D-alanine"
7958,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine"
7959,uridine 5'-pyrophosphoryl N-acetylmuramyl-tetrapeptide
7960,528-04-1
7961,"N-[2-[[[5-[(2,4-dioxo-1H-pyrimidin-1-yl)]-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl]oxy-hydroxy-phosphinoyl]oxy-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-3-yl]acetamide"
7962,UDP-2-acetamido-2-deoxy-alpha-D-glucose
7963,UDP-GlcNAc
7964,UDP-N-acetyl-D-glucosamine
7965,UDP-N-acetyl-alpha-D-glucosamine
7966,UDP-N-acetyl-glucosamine
7967,UDP-acetyl-D-glucosamine
7968,UDP-alpha-N-acetyl-D-glucosamine
7969,uridine diphosphate N-acetylglucosamine
7970,-O-[(1R)-1-carboxyethyl]-2-acetoxy-2-deoxy-D-glucopyranose
7971,UDP-MurNAc
7972,UDP-N-acetyl-D-muramate
7973,UDP-N-acetyl-alpha-D-muramate
7975,UDP-N-acetylmuramic acid
7976,UDP-N-acetylmuramoyl
7977,uridine diphosphate N-acetylmuramic acid
7978,UDP-3-O-(3-hydroxymyristoyl)-N-acetylglucosamine
7979,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine
7980,UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine
7981,UDP-3-O-(3-hydroxymyristoyl)-alpha-D-glucosamine
7982,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine
7983,UDP-3-O-(3-hydroxytetradecanoyl)glucosamine
7984,UDP-3-O-[(3R)-3-hydroxymyristoyl]-D-glucosamine
7985,5'-UMP
7986,5'-uridylic acid (8CI)(9CI)
7987,58-97-9
7988,UMP
7989,uridine 5'-monophosphate
7990,uridine 5'-phosphate
7991,uridine monophosphate
7993,uridylate
7995,C55-PP
7996,UPP (ambiguous)
7997,Und-PP
7998,bactoprenyl pyrophosphate
7999,"di-trans,octa-cis-undecaprenyl diphosphate"
8000,di-trans-poly-cis-undecaprenyl diphosphate
8001,undecaprenyl pyrophosphate (ambiguous)
8002,undecaprenyl-PP (ambiguous)
8003,all-trans-undecaprenyl phosphate
8004,66-22-8
8005,uracil
8006,"2,6,8-trioxypurine"
8009,69-93-2
8010,"7,9-dihydro-1H-purine-2,6,8(3H)-trione"
8011,"purine-2,6,8-(1H,3H,9H)-trione"
8012,urate
8013,57-13-6
8014,basodexan
8015,bromisovalum
8017,carbamide
8018,carmol
8019,urea
8020,58-96-8
8021,uridine
8022,104-98-3
8023,trans-urocanate
8024,urocanate
8025,urocanic acid
8026,1976-85-8
8028,uroporphyrinogen III
8029,uroporphyrinogen-III
8030,18273-06-8
8031,uroporphyrin III
8032,63-39-8
8033,UTP
8036,uridine-5'-triphosphate
8039,uridine-triphosphate
8040,72-18-4
8041,L-val
8042,L-valine
8043,val
8044,valine
8045,121-33-5
8046,4-hydroxy-3-methoxybenzaldehyde
8047,vanillin
8048,7732-18-5
8049,H2O
8050,hydrogen oxide
8051,water
8052,x-phosphate-group
8053,x-pyrophosphate-group
8054,"2,6-dioxopurine"
8055,69-89-6
8056,xanthine
8057,146-80-5
8058,9 beta-D-ribofuranosylxanthine
8059,xanthosine
8060,(9-D-ribosylxanthine) 5'-phosphate
8061,523-98-8
8062,9-(5-phospho-beta-D-ribosyl)xanthine
8063,XMP
8064,xanthosine 5'-phosphate
8065,xanthosine 5-phosphate
8066,xanthosine-5'-P
8067,xanthosine-5-P
8068,XTP
8069,xanthosine 5' triphosphate
8070,"(2R,3R,4S)-pentane-1,2,3,4,5-pentaol"
8071,87-99-0
8072,xylitol
8073,58-86-6
8074,D-xylose
8075,alpha-D-xylopyranose
8076,alpha-D-xylose
8077,wood sugar
8078,xylose
8079,60802-29-1
8080,D-xylulose 5-phosphate
8081,D-xylulose-5-P
8082,xylulose 5-phosphate
8084,xylulose-P
8085,xylulose-phosphate
8086,7440-66-6
8088,Zinc
8089,Zn
8090,Zn(II)
8091,Zn++
8092,Zn+2
8093,Zn2+
8094,zinc ion
8095,7732-18-5
8096,C00001
8097,H2O
8098,Water
8099,56-65-5
8100,ATP
8102,Adenosine 5'-triphosphate
8103,C00002
8104,53-84-9
8105,C00003
8106,DPN
8107,Diphosphopyridine nucleotide
8108,NAD
8109,NAD+
8110,Nadide
8112,Nicotinamide adenine dinucleotide
8113,beta-NAD+
8114,58-68-4
8115,C00004
8116,DPNH
8117,NADH
8118,Reduced nicotinamide adenine dinucleotide
8119,2646-71-1
8120,C00005
8121,NADPH
8122,Reduced nicotinamide adenine dinucleotide phosphate
8123,TPNH
8124,53-59-8
8125,C00006
8126,NADP
8127,NADP+
8128,Nicotinamide adenine dinucleotide phosphate
8130,TPN
8131,Triphosphopyridine nucleotide
8132,beta-NADP+
8133,beta-Nicotinamide adenine dinucleotide phosphate
8134,7782-44-7
8135,C00007
8136,O2
8137,Oxygen
8138,58-64-0
8140,ADP
8141,Adenosine 5'-diphosphate
8142,C00008
8143,7664-38-2
8144,C00009
8145,Orthophosphate
8146,Orthophosphoric acid
8148,Phosphate
8149,Phosphoric acid
8152,85-61-0
8153,C00010
8154,CoA
8157,CoA-SH
8161,Coenzyme A
8162,124-38-9
8180,C00011
8181,CO2
8182,Carbon dioxide
8183,C00012
8184,Peptide
8185,2466-09-3
